GEOID10,NAMELSAD10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,sum_disposal_sites,response,county,places,sum_firestations,ALL OTHER CONVERTED PAPER PRODUCT MANUFACTURING,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,ARTIFICIAL & SYNTHETIC FIBERS & FILAMENTS MFG,BROADWOVEN FABRIC MILLS,CARPET & RUG MILLS,CORRUGATED & SOLID FIBER BOX MANUFACTURING,CURTAIN & LINEN MILLS,FABRIC COATING MILLS,FIBER YARN & THREAD MILLS,FOLDING PAPERBOARD BOX MANUFACTURING,HOSIERY & SOCK MILLS,KNIT FABRIC MILLS,MEN'S & BOY'S CUT & SEW APPAREL MANUFACTURING,NARROW FABRIC MILLS & SCHIFFLI MACHINE EMBROIDERY,NONWOVEN FABRIC MILLS,OTHER APPAREL KNITTING MILLS,OTHER CUT & SEW APPAREL MANUFACTURING,OTHER PAPERBOARD CONTAINER MANUFACTURING,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,PLASTICS MATERIAL & RESIN MANUFACTURING,ROPE CORDAGE TWINE TIRE CORD & TIRE FABRIC MILLS,SANITARY PAPER PRODUCT MANUFACTURING,STATIONERY PRODUCT MANUFACTURING,TEXTILE & FABRIC FINISHING MILLS,TEXTILE BAG & CANVAS MILLS,WOMEN'S GIRLS' & INFANTS' CUT & SEW APPAREL MFG,sum_industrial_sites,pop_density_acs_2018,sum_airports,sum_army_bases,sum_highways,AGRICULTURAL,COMMERCIAL,EXEMPT,FOREST,INDUSTRIAL,MULTIPLE-USE,OPEN-SPACE,RECREATIONAL,RESIDENTIAL
250235251042,Block Group 2,2648651,119260,+41.9751132,-070.9683373,0.0,0,25023,2502352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772.1726984793391,0.0,0.0,0.10262550015525028,14.80642247188574,7.389292987298369,16.603571563160894,4.267581574114703,0.0,6.0060463337218675,0.0,0.548086214709944,50.37899885510848
250235251044,Block Group 4,4625818,11563,+41.9677679,-070.9881083,0.0,0,25023,2502352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1458.4715364936535,0.0,0.0,0.12956826147796277,1.283050931302218,0.08781210799940674,8.988388344684287,0.0,0.08553242362026722,6.94134087367422,0.0,3.299268283245105,79.3146070354745
250235252031,Block Group 1,2367037,62136,+42.0051872,-070.9629934,0.0,0,25023,2502352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1507.1492410131316,0.0,0.0,0.10464277792370094,0.0,2.1680279799521682,13.464491156582422,6.605394695301178,0.34068788140308814,2.0944584232795616,0.0,0.0,75.32693986348158
250235101002,Block Group 2,686351,0,+42.1115078,-071.0026679,0.0,0,25023,2502351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3941.686753570695,0.0,0.0,0.05402855321346823,0.0,1.4138431161843097,10.201715761467508,0.0,0.0,3.0295627561199376,0.0,0.0,85.35487836622826
250235101003,Block Group 3,403906,0,+42.1115626,-071.0105510,0.0,0,25023,2502351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4820.028699746971,0.0,0.0,0.03957022060531547,0.0,0.17460726787818703,5.652822251916483,0.0,0.0,0.0,0.0,0.0,94.17257048020532
250235101004,Block Group 4,1264335,4841,+42.1159859,-071.0150870,0.0,0,25023,2502351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3315.1010918783395,0.0,0.0,0.060472178858414834,0.0,8.777726774845526,18.67031558991747,0.0,22.785765136291232,0.0,0.0,0.0,49.76619249894578
250235101001,Block Group 1,780921,448,+42.1205088,-071.0063537,0.0,0,25023,2502351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4299.76739900707,0.0,0.0,0.08119235140203,0.0,0.0,0.23705813712868365,0.0,0.292121803596077,0.0,0.0,0.0,99.47082005927524
250235021023,Block Group 3,1844038,0,+42.1136723,-070.9147558,0.0,0,25023,2502350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3083.0073328206904,0.0,0.0,0.08764026329153068,0.0,0.5636776256559864,1.0245360484809873,0.0,0.0,0.01818645595025013,0.0,0.0,98.39359986991278
250235021022,Block Group 2,5507262,0,+42.0999824,-070.9011797,0.0,0,25023,2502350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.3067992770274,0.0,0.0,0.18997786195541302,0.5878481500115795,0.27204115584336835,6.891629077650584,0.0,1.2850707621292137,0.2574427294599772,0.0,0.0,90.70596812490528
250235062043,Block Group 3,1969145,71242,+42.0959972,-070.6607532,0.0,0,25023,2502350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1390.9773520995152,0.0,0.0,0.10283744617344857,0.0,0.20922376854921065,8.77298080985714,0.0,81.73314663318918,0.03535781405833941,0.0,0.0,9.249290974346144
250235401032,Block Group 2,21220972,87177,+41.8028615,-070.9971964,0.0,0,25023,2502354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.802304107465,0.0,0.0,0.35327485389503027,11.59271791653803,1.5636134848738732,37.30252869997264,7.5180119061500035,2.2901063985963788,0.39208567422257967,0.0,0.5061430034431473,38.834792916203355
250235102004,Block Group 4,898192,0,+42.1055337,-071.0120026,0.0,0,25023,2502351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6243.115331688548,0.0,0.0,0.11120902565622462,0.0,1.2337380236976383,3.031167093230187,0.0,0.0,0.09244047990462671,0.0,0.0,95.64265440316755
250235102003,Block Group 3,724550,6015,+42.1005160,-071.0149203,0.0,0,25023,2502351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.7434794010076,0.0,0.0,0.026751866989893916,0.0,33.306624687959136,12.848794503812112,0.0,20.628809526925725,0.22574580290953,0.0,0.0,32.990025478393505
250235091011,Block Group 1,16451752,498965,+41.9595684,-070.7357849,0.0,0,25023,2502350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.1252841642641,0.0,0.0,0.5885537396226954,1.7109958074580152,11.590544171227842,41.489512838716536,0.0,8.069610725067422,2.6394007486919473,0.0,3.0220759568386137,31.47785975199962
250056001001,Block Group 1,3917573,6527,+42.0599787,-071.1152626,0.0,0,25005,2500560,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488.2071149663325,0.0,0.0,0.155988810562973,0.0,1.1974982284506972,34.86820154967423,0.0,0.0,0.10594545077603115,0.0,0.0,63.82835477109905
250056151002,Block Group 2,15986503,54840,+41.8418710,-071.1727767,0.0,0,25005,2500561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.08607348336284,0.0,0.0,0.2595347634627632,5.512008844842411,1.1088719532157956,9.775860201842159,0.0,1.021510705597239,11.326969636800923,0.0,0.32130052572701157,70.93347813197447
